id	section_name	title	content	author_name	publish_time_text	publish_time	like_count	comment_count	share_count	post_url	is_indexed	scraped_at
80	失物招领|寻物启事	问问有无人看到我的蓝牙耳机，iqootws1e白色的，应该是在北区丢的。 1 3	问问有无人看到我的蓝牙耳机，iqootws1e白色的，应该是在北区丢的。 1 3		2天前	2026-05-12 12:12:16	0	0	0	https://pd.qq.com/g/px50o26u67#post-6a35e89ec4cdde20	1	2026-05-14 12:12:51
79	失物招领|寻物启事	东教只有A座有失物招领么，孩子笔袋落B座了刚去找没找到 有人看到吗有偿，黑色的，里面有idcard	东教只有A座有失物招领么，孩子笔袋落B座了刚去找没找到 有人看到吗有偿，黑色的，里面有idcard		2小时前	2026-05-14 10:12:16	4	0	0	https://pd.qq.com/g/px50o26u67#post-160d468d26724a6c	1	2026-05-14 12:12:51
72	失物招领|寻物启事	紧急寻物！全球电音界因我陷入停摆危机！ 本人嘉豪（重申：不姓谢，不叫政阳，再提本名跟你急），于昨日下午在学校操场进行雨中嘉豪特训（其实是忘带伞被迫淋雨跑步）时，	紧急寻物！全球电音界因我陷入停摆危机！ 本人嘉豪（重申：不姓谢，不叫政阳，再提本名跟你急），于昨日下午在学校操场进行雨中嘉豪特训（其实是忘带伞被迫淋雨跑步）时，不慎遗失本人唯一身份认证战衣一套。 ... 全文	黑大帅	4天前	2026-05-10 12:12:16	13	1	7	https://pd.qq.com/g/px50o26u67#post-32c295844ec2e868	1	2026-05-14 12:12:51
59	失物招领|寻物启事	寻找一位三叶，下午12东教和我演你的名字	寻找一位三叶，下午12东教和我演你的名字	Gemini	3天前	2026-05-11 12:12:16	3	2	6	https://pd.qq.com/g/px50o26u67#post-792621c75c47e3ef	1	2026-05-14 12:12:51
39	失物招领|寻物启事	5.7下午5-9点丢失一个华为Fit3手表，表带是这样的	5.7下午5-9点丢失一个华为Fit3手表，表带是这样的		6天前	2026-05-08 12:12:16	1	5	6	https://pd.qq.com/g/px50o26u67#post-b14e67fa21415233	1	2026-05-14 12:12:51
37	失物招领|寻物启事	有无人在东区B栋204第二排桌子里捡到一个耳机，漫步者的，捡到有偿	有无人在东区B栋204第二排桌子里捡到一个耳机，漫步者的，捡到有偿		5天前	2026-05-09 12:12:16	2	0	0	https://pd.qq.com/g/px50o26u67#post-a15ecd533bdfb94c	1	2026-05-14 12:12:51
36	失物招领|寻物启事	东教楼的失物招领柜太拥挤、太无聊，我想回家！主人是嫌弃我对帽子的审美才不要我的吗？ 2	东教楼的失物招领柜太拥挤、太无聊，我想回家！主人是嫌弃我对帽子的审美才不要我的吗？ 2		5天前	2026-05-09 12:12:16	1	0	0	https://pd.qq.com/g/px50o26u67#post-9b8902f255d1e201	1	2026-05-14 12:12:51
34	失物招领|寻物启事	主人，他们都嫌弃我，说我携带了各种病毒，弄脏了他们的书本。你下次能把我带走，给我找个合适的归属吗？ 39 4 2 Tuchun 版块：失物招领|寻物启事	主人，他们都嫌弃我，说我携带了各种病毒，弄脏了他们的书本。你下次能把我带走，给我找个合适的归属吗？ 39 4 2 Tuchun 版块：失物招领|寻物启事		2天前	2026-05-12 12:12:16	0	0	0	https://pd.qq.com/g/px50o26u67#post-1a1733e72ba1d1bb	1	2026-05-14 12:12:51
13	失物招领|寻物启事	灵异事件，刚买了一瓶茉莉蜜茶，记得明明放进书包，想喝的时候却不见，前前后后不到5分钟	灵异事件，刚买了一瓶茉莉蜜茶，记得明明放进书包，想喝的时候却不见，前前后后不到5分钟	💤	1小时前	2026-05-14 07:27:04	4	1	0	https://pd.qq.com/g/px50o26u67#post-d47f98b11a6d9aca	1	2026-05-14 08:27:04
82	学习交流	有没有同学是计算机学院的或者是软件工程专业的, 打算毕业后去上海发展，比较熟悉c++或QT,最好是27届的本科生。有意向的可以联系我 2 8 2 % 版块：学习	有没有同学是计算机学院的或者是软件工程专业的, 打算毕业后去上海发展，比较熟悉c++或QT,最好是27届的本科生。有意向的可以联系我 2 8 2 % 版块：学习交流		5小时前	2026-05-14 07:12:16	0	0	0	https://pd.qq.com/g/px50o26u67#post-425b4f91970d18a8	1	2026-05-14 12:12:51
66	学习交流	大一都哪些专业有北戴河/威海实习呀（话说回来，我们的课程写的是北戴河，但是不是说北戴河不能去了吗，那就是去威海对吧）	大一都哪些专业有北戴河/威海实习呀（话说回来，我们的课程写的是北戴河，但是不是说北戴河不能去了吗，那就是去威海对吧）		3分钟前	2026-05-14 12:09:16	2	0	0	https://pd.qq.com/g/px50o26u67#post-0d5c17294eabd824	1	2026-05-14 12:12:51
46	学习交流	xioayuanka在哪补办啊，后天就要考试了能拿到吗	xioayuanka在哪补办啊，后天就要考试了能拿到吗		3分钟前	2026-05-14 08:24:04	1	0	0	https://pd.qq.com/g/px50o26u67#post-203b33ef31084235	1	2026-05-14 08:27:04
41	学习交流	有没有同学是计算机学院的或者是软件工程专业的, 打算毕业后去上海发展，比较熟悉c++或QT,最好是27届的本科生。有意向的可以联系我 2 7 2 % 版块：学习	有没有同学是计算机学院的或者是软件工程专业的, 打算毕业后去上海发展，比较熟悉c++或QT,最好是27届的本科生。有意向的可以联系我 2 7 2 % 版块：学习交流		1小时前	2026-05-14 07:27:04	0	0	0	https://pd.qq.com/g/px50o26u67#post-7bdddc9444d805ea	1	2026-05-14 08:27:04
12	学习交流	一个座位没预约非要在这坐，我都不是提前预约的在图书馆楼下预约的，跟她说着不是她座位她还一副不可置信的样子，最后人是换了个座位，换到的也不是她预定的座位去了，为什	一个座位没预约非要在这坐，我都不是提前预约的在图书馆楼下预约的，跟她说着不是她座位她还一副不可置信的样子，最后人是换了个座位，换到的也不是她预定的座位去了，为什么呢？就是因为她要用插座，把线拉了那么老长（占用了我的桌子），非要“霸占”这个插座，真心累		2小时前	2026-05-14 06:27:04	0	0	0	https://pd.qq.com/g/px50o26u67#post-eca7ccc311d606e7	1	2026-05-14 08:27:04
123	赛事组队	泥地有因为暴雨停课的先例吗，暴雨红色预警诶，明天北区人还要赶东教早八…… 7 6 1 公告 公告 招募短视频/公众号运营 v cug2025 文案好一些的来 有	泥地有因为暴雨停课的先例吗，暴雨红色预警诶，明天北区人还要赶东教早八…… 7 6 1 公告 公告 招募短视频/公众号运营 v cug2025 文案好一些的来 有薪资 公告 未来城珠宝店招募兼职新人，时薪+提成，要求是工作态度端正， 直播 暂无直播		1小时前	2026-05-19 01:18:04	0	0	0	https://pd.qq.com/g/px50o26u67#post-f4dabefb3e6ad9b2	1	2026-05-19 02:18:12
105	赛事组队	520想送女朋友花，看到朋友圈有地大的同学在卖这个陶瓷花束，感觉还挺精致挺可爱的 🤔 ，兄弟姐妹们帮我看看女生可能更喜欢这个花束还是信封，十分纠结啊 ps:我女	520想送女朋友花，看到朋友圈有地大的同学在卖这个陶瓷花束，感觉还挺精致挺可爱的 🤔 ，兄弟姐妹们帮我看看女生可能更喜欢这个花束还是信封，十分纠结啊 ps:我女朋友喜欢可爱点的东西 7 13 3 公告 公告 招募短视频/公众号运营 v cug2025 文案好一些的来 有薪资 公告 未来城珠宝店招募兼职新人，时薪+提成，要求是工作态度端正， 直播 暂无直播		3天前	2026-05-16 01:13:35	0	0	0	https://pd.qq.com/g/px50o26u67#post-3a26c60f4153ef86	1	2026-05-19 01:13:43
86	赛事组队	好新鲜 12 4 3 公告 公告 未来城珠宝店招募兼职新人，时薪+提成，要求是工作态度端正， 直播 暂无直播	好新鲜 12 4 3 公告 公告 未来城珠宝店招募兼职新人，时薪+提成，要求是工作态度端正， 直播 暂无直播		1天前	2026-05-13 12:12:17	0	0	0	https://pd.qq.com/g/px50o26u67#post-141df5056d3d3714	1	2026-05-14 12:12:51
78	赛事组队	本人计算机大二学生，目标保研。现在有靠谱导师带领做大创，已经有现成项目。需要同有野心和能力的同学（限计算机未来城的同学）一起组队。本人不想当队长，想当队员或队长	本人计算机大二学生，目标保研。现在有靠谱导师带领做大创，已经有现成项目。需要同有野心和能力的同学（限计算机未来城的同学）一起组队。本人不想当队长，想当队员或队长的同学请联系我。有经验，能力，绩点高者优先。 2		6小时前	2026-05-14 06:12:16	1	4	24	https://pd.qq.com/g/px50o26u67#post-43a2cf9769e3eeae	1	2026-05-14 12:12:51
47	赛事组队	星球美食瓦香鸡的手撕鸡难吃炸了 难吃得我想毁灭世界 16 4 3 公告 公告 未来城珠宝店招募兼职新人，时薪+提成，要求是工作态度端正， 直播 暂无直播	星球美食瓦香鸡的手撕鸡难吃炸了 难吃得我想毁灭世界 16 4 3 公告 公告 未来城珠宝店招募兼职新人，时薪+提成，要求是工作态度端正， 直播 暂无直播		4天前	2026-05-10 08:27:04	0	0	0	https://pd.qq.com/g/px50o26u67#post-9d7bb6ff296e6212	1	2026-05-14 08:27:04
84	通知	16:20 收空中卓越短期健身卡 中国地质大学（武汉）频道｜二手交易｜腾讯频道 在 搜索 在全站搜索 主页导航 探索发现 未加入的频道 中国地质大学（武汉）频道	16:20 收空中卓越短期健身卡 中国地质大学（武汉）频道｜二手交易｜腾讯频道 在 搜索 在全站搜索 主页导航 探索发现 未加入的频道 中国地质大学（武汉）频道 地大学车 公告|重要通知 二手交易 开黑｜游戏专区 地大学车报名 展开全部 登录之后可以 查看你的频道动态 创建你的频道 参与互动交流 登录 二手交易 。。。 01-07 06:24 南望山出书 Aaa 01-19 09:30 出吉他 Crepuscule 03-02 10:08 Crepuscule 03-02 10:08 南望山出4级真题，全新 星♪夜 03-04 09:12 星♪夜 03-04 09:12 南望山出书 Elf King Ah 03-06 09:48 Elf King Ah 03-06 09:48 Elf King Ah 03-06 09:48 南望山出书 momo 03-10 03:41 momo 03-10 03:41 momo 03-10 03:41 momo 03-10 03:41 南望山出收纳 奜猆斐婓 03-19 05:14 600预出一手新日电瓶车，电动车，6月份取车，有校牌武汉牌，有两幅钥匙，2023年3月1350买的，有支付宝购买记录，2025年11月换了后胎，续航大概20㎞，如果可以更换校牌信息可以配合更换。 松花酿酒 03-26 06:33 出大疆mini4pro 可乐 03-26 12:04 出彩棠3.0修容粉盘mini5.2g a01和a02各三个，一个38元 南阳 04-15 03:15 周一、周四上午找一个长期男主理人 曙域领主 04-20 08:30 中国地质大学未来城校区 二手市场 曙域领主 04-20发布 未来城出全部 TP-link 100m网卡 全新+八成新 10r两件 雀巢咖啡伴侣 保质期还有一年左右 5r 25包 NVME固态硬盘盒，含1m USB 2.0线（可跑满40MB/s），type-c接口，USB3.1，基本全新，15r 管理员撤回了一条成员消息 。		1天前	2026-05-13 12:12:16	0	0	0	https://pd.qq.com/g/px50o26u67#post-ef3fa79f8505a83f	1	2026-05-14 12:12:51
